"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-273|s__CAG-273 sp000435755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180098559211526,0.0105620528102641,0,0,0,0,0.012285,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__DXTB01|s__DXTB01 sp019410105",0,0.00104100936908432,0.0004720023600118,0.000713001426002852,0.002154,0.000406998372006512,0,0,0,0.00183401100406602,0.000949,0,0.000386999613000387,0.0015190060760243,0,0.000486998539004383,0.00231301850414803,0.000417998746003762,0,0.0003540035400354,0.0008599957000215,0.0016549950350149,0,0,0,0.00287199138402585,0,0,0.000543,0,0,0,0,0.00533302133208533
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177 sp000431775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242622426224262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Borkfalkiaceae|g__Coproplasma|s__Coproplasma stercorigallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024247096988388
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A sp900548245",0,0,0,0,0.000269,0,0,0,0,0,0,0,0,0,0,0.00981197056408831,0.00332902663221306,0.00940397178808464,0,0,0,0,0,0,0,0,0,0,0.001323,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia sp001838165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.999936000512e-05,0,0,0,0,0.00531197875208499,0,0.0026240131200656,0,0.00605699394300606,0.00980600980600981,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__CAG-302|s__CAG-302 sp001916775",0,0,0,0,0,0,0.00146499853500146,0.000215998488010584,0,0,0,0,0,0,0,0,0,0,0,0.0204072040720407,0.0017559912200439,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UBA1381|f__UBA1381|g__Hominilimicola|s__Hominilimicola fabiformis",0,0,0,0.00190600381200762,0.000615,0.00237299050803797,0.00152899847100153,0.000390997263019159,0.00542699457300543,0,0,0,0.00623899376100624,0.000581002324009296,0.000619003095015475,0,0,0,0,0.000657006570065701,0.000744996275018625,0,0.000322997416020672,0.00096200481002405,0.00036499781001314,0.000675997972006084,0,0,0.000256,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp900548175",0.000614999385000615,0.000354003186028674,0.0039000195000975,0,0,0,0.00183999816000184,0.00325397722215945,0.000815999184000816,0,0,0,0,0,0,0,0,0,0,0.002310023100231,0.0104119479402603,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Borkfalkiaceae|g__Scatosoma|s__Scatosoma sp900555925",0,0.000185001665014985,0,8.6000172000344e-05,0.000298,5.7999768000928e-05,0.000235999764000236,7.0999503003479e-05,0,0.000608003648021888,0.000512,0.000327999672000328,0.00015999984000016,0.00112700450801803,0.00193000965004825,0,0,0,0,0.000130001300013,0,6.7999796000612e-05,0,0,0,0.000366998899003303,0,0,0.000222,0,0,0,0,0.0170740682962732
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp915069725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001707,0.00317198731205075,0,0.005760028800144,0.00258799482401035,0.00657799342200658,0.0036020036020036,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645198064405807,0.0016750134001072,0.00554798335604993,0,0,0,0,0,0,0.000642996142023148,0.00381498855503433,0,0,0.005199,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger sp900540775",0,0,0,0,0,0,0.000828999171000829,0.000524996325025725,0.00124799875200125,0,0,0,0.0121109878890121,0.00445101780407122,0.0018360091800459,0,0,0,0,0,0,0,0.00069499444004448,0.0007120035600178,0,0,0,0,0.000819,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-170|s__CAG-170 sp002404795",0,0.00239202152819375,0.00022600113000565,0,0,0,0.00152899847100153,0.00141499009506933,0.00254599745400255,0,0,0,7.6999923000077e-05,0,0.000591002955014775,0,0,0,0,0.00580605806058061,0,0,0.00130498956008352,0.0062440312201561,0,0,0,0,0.000926,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Anaerotardibacter|s__Anaerotardibacter sp000435675",0,0,0,0.00463600927201854,0.002753,0.0107179571281715,0,0,0,0,0,0,0.000816999183000817,0,0,0,0,0,0,0.0033520335203352,0,0.000111999664001008,0.000442996456028352,0,0,0,0,0,8.8e-05,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G|s__Eubacterium_G segne",0,0,0,0,0,0,0.00041999958000042,0,0.00153399846600153,0,0,0,0.000442999557000443,0.00188600754403018,0.00452202261011305,0.00437298688103936,0.00434703477627821,0.00422898731303806,0,0,0,0.000452998641004077,0,0,0.000197998812007128,0,0,0,0.000454,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces oris",0,0,0,0.00010500021000042,4.6e-05,0.0003499986000056,0,0,0,0,0,0,0,0,0,0,0.000336002688021504,0,0,0,0,0,7.3999408004736e-05,0,0,0,0,0.00155399378402486,0,0.00538902694513473,0.00212199575600849,0.00683199316800683,0.00578100578100578,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Merdibacter|s__Merdibacter merdipullorum",0,0,0,0,0,0,0,0,0,0.00143100858605152,0.009058,0.0081969918030082,0,0.000403001612006448,0.000337001685008425,0,0,0,0,0.0011110111101111,0.000990995045024775,0,0,0,0,0.000208999373001881,0,0,0.000807,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Hominicoprocola|s__Hominicoprocola sp900317525",0,0.000972008748078733,0,0,0.002356,0.000501997992008032,0.00365099634900365,0,0.00634799365200635,0,0,0,0.000460999539000461,0.00109600438401754,0.00120900604503023,0,0,0,0,0.000940009400094001,0.0010559947200264,0,0.000475996192030464,0.00133100665503328,0.00041999748001512,0,0,0,0.001641,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis_BM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764399235600764,0.0147440147440147,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas sp015257355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106500532502663,0.0212909574180852,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A sp019419095",0,0,0,0.000303000606001212,0,0.000227999088003648,0,0,0,0,0,0,0,0,0,0.0107239678280965,0,0.0111009666970999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Eubacterium_B|s__Eubacterium_B sulci",0,0,0,0,0,0,0.000121999878000122,0,0,0,0,0,0,0,0,0,0.000236001888015104,0,0,0,0,0,0,0,0,0,0,0.0192689229243083,0,0.00263501317506588,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Sutterella|s__Sutterella wadsworthensis",0.000440999559000441,0.0003000027000243,0.000543002715013575,0,0,0,0,0,0,0,0,0,0,0.00573402293609174,0.00161400807004035,0,0,0,0,0,0,0.00212899361301916,0,0,0.000213998716007704,0.000491998524004428,0,0,0,0,0,0,0,0.0107800431201725
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__Granulicatella sp916050055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888007104056832,0,0,0,0,0,0,0,0,0,0.009112,0,0,0,0,0,0.0121900121900122,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas endodontalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162199351202595,0,0,0,0.0162809837190163,0.00413700413700414,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus vestibularis",0,0,0,0,0.000269,0,0,0,0,0,0,0,0,0,0,0.000731997804006588,0.013766110128881,0.000797997606007182,0,0,0,0,0,0,0.000350997894012636,0,0,0,0.001293,0.00228101140505703,0,0.00194499805500194,0.000559000559000559,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218320436640873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia merdavium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021688086752347
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_C|s__Ruminococcus_C callidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013483892128863,0.0077640388201941,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp002251385",0.00104299895700104,0.00265202386821481,0.0017280086400432,0,0,0,0.00561999438000562,0.00751494739536823,0.00264499735500264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Limivivens|s__Limivivens faecihominis",0.00108699891300109,0.000702006318056863,0.000779003895019475,0.00151900303800608,0.001907,0.00112599549601802,0.000378999621000379,0.00121799147405968,0.000730999269000731,0,0,0,0.000666999333000667,0.00118500474001896,0.00221901109505548,0.0012439962680112,0.000654005232041856,0.00125899622301133,0,0.000718007180071801,0,0,0.00125398996808026,0.00070600353001765,0.000447997312016128,0.000447998656004032,0,0,0.000939,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia bouchesdurhonensis",0,0,0,0,0,0,0.000258999741000259,6.1999566003038e-05,0.000263999736000264,0,0,0,0,0,0,0,0,0,0,0.000542005420054201,0,0,0,0,0,0,0,0,0.000822,0.0189930949654748,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella|s__Alloprevotella sp015257125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021400107000535,0.0184459631080738,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__F23-B02|s__F23-B02 sp001916715",0,0.000633005697051273,0,0,0,0,0.00531599468400532,0.0116019187865685,0.000747999252000748,0,0,0,0,0.00133000532002128,0.000957004785023925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900545505",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205330821323285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Cryptobacteroides|s__Cryptobacteroides sp000434935",0.000780999219000781,0.00301202710824397,0.00125000625003125,0,0,0,0.00558299441700558,0.00596695823129238,0.00380599619400381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides sp900540715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203870815483262
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis_R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178951431611453,0,0,0,0,0.00247099258702224,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Allocoprobacillus|s__Allocoprobacillus merdigallinarum",0,0,0,0,0,3.7999848000608e-05,0,0,0,0.00267901607409644,0.010857,0.0011049988950011,0,0,0,0,0,0,0.00213100426200852,0,0.0017359913200434,0,0,0,0,0,0,0,0,0,0,0,0,0.0015500062000248
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125429874570125,0.00755300755300755,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__UBA7173|s__UBA7173 sp900545955",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492101968407874,0.0151010755053775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__COE1|s__COE1 sp001916965",0,0,0,0,0,0,7.7999922000078e-05,0,0.000292999707000293,0,0,0,0.0182979817020183,0.00035500142000568,0.000911004555022775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Evtepia|s__Evtepia gabavorous",0.00137499862500137,0.00275702481322332,0.0012280061400307,0,0,0,0,0,0,0.00258901553409321,0.001385,0.00562199437800562,0.00171699828300172,0,0,0,0,0,0,0,0,0,0,0,0.00037999772001368,0.00195099414701756,0,0,0,0,0,0,0,0.000774003096012384
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter sp900557165",0,0,0.00111700558502793,0,0,0,0.00025999974000026,0.000132999069006517,0.000720999279000721,0,0,0,0,0,0,0,0,0,0,0.0021940219402194,0.000614996925015375,0.0147259558221325,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes merdavium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180031800318003,0.000608996955015225,0,0,0,0,0,0,0,0.001134,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Vescimonas|s__Vescimonas cirricatena",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00609202436809747,0.00228701143505717,0,0,0,0,0.0016530165301653,0.00225298873505632,0,0.000896992824057408,0.00541302706513533,0,0,0,0,0.001116,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia sp900556555",0,0,0,0,0,0,0,0,0,0.0108180649083895,0.001158,0.00735799264200736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__CAG-710|s__CAG-710 sp934141245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019170191701917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A luti",0.00248399751600248,0.000558005022045198,0.0022880114400572,0,0,0,0,0,0,0,0,0,0,0.00113700454801819,0.00157100785503928,0.00192399422801732,0.00168701349610797,0.00205099384701846,0,0.0025350253502535,0,0.000536998389004833,0,0,0.001888988666068,0.000411998764003708,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Thomasclavelia|s__Thomasclavelia ramosa",0,0,0,0,0,0,0,0,0.00165899834100166,0.00276201657209943,0.002446,0.000116999883000117,0,0,0,0,0,0,0.00625401250802502,0,0.00033799831000845,0.00489298532104404,0,0,0,0,0,0,0,0,0,0,0,0.000500002000008
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Granulicatella|s__Granulicatella sp902479935",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302001208004832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264598941604234,0,0.00384901924509623,0.0118009763980472,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A sp937880195",0,0,0,0,0,0,0,0,0,0.00744404466426799,0.001004,0.0101079898920101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900549195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184858521131831,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas paravirosa",0.000748999251000749,0.00261402352621174,0.000419002095010475,0,0,0,0,0,0,0.00315401892411354,0.00679,0.00162099837900162,0,0,0,0,0,0,0,0,0.00137799311003445,0.00123099630701108,0,0,0,0,0,0,0.000364,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ventrisoma|s__Ventrisoma faecale",0,0,0,7.50001500003e-05,0.00018,0,0,9.2999349004557e-05,0,0.00157700946205677,0.002564,0.00267299732700267,0,0,0,0,0,0,0,0,0,0.00260099219702341,0,0,0,0,0,0,0,0,0,0,0,0.0084310337241349
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-245|s__CAG-245 sp934119935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593995248038016,0.0122520612603063,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus sp900757195",0,0,0,0,0,7.0999716001136e-05,0,0,0,0.0064360386162317,0.002824,0.00566499433500567,0,0,0,0,0,0,0,0,0.00236498817505912,0,0,0,0,0,0,0,0,0,0,0,0,0.000636002544010176
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Sutterella|s__Sutterella wadsworthensis_A",0.00308699691300309,0.00780007020063181,0.000929004645023225,0,0,0,0.000625999374000626,0.00157198899607703,0.0027999972000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113699658901023,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas phoceensis",0,0,0,0,0,0,0,0,0,0.0131220787324724,0.002077,0.0027009972990027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus sp900753685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177920355840712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus|s__Coprobacillus cateniformis",0,0,0,0,0.000194,0.000297998808004768,0,0,0,0,0.009595,0.000656999343000657,0,0,0,0,0,0,0.00476600953201906,0.0017320173201732,0.000436997815010925,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A|s__Methanobrevibacter_A smithii_A",0,0,0,0,0,0,0.00166199833800166,0.00113699204105571,0.00828299171700828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658702634810539
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira sp000437735",0.000251999748000252,0.000277002493022437,0.000409002045010225,0,0.000228,0,0.000782999217000783,0.00132999069006517,0.000124999875000125,0,0,0,0,0.00158800635202541,0.0108230541152706,0,0,0,0,0.0002170021700217,0.000750996245018775,0,0,0.00037400187000935,0,0.000457998626004122,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp902467875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017449,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis",0,0,0,8.500017000034e-05,0.000208,0.000115999536001856,0,0,0,0.000194001164006984,0,0.000155999844000156,0.000175999824000176,0,0,0,0.000558004464035712,0,0,0,0.00017399913000435,0.0155139534581396,0,0,0,0.000221999334001998,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium paraputrificum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059190236760947,0.0113240566202831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter isourolithinifaciens",0.00191599808400192,0.000686006174055566,0.00118200591002955,0,0,0,0.00138099861900138,0.000800994393039249,0.00286099713900286,0,0,0,0,0,0,0,0,0,0,0.0021660216602166,0,0,0.00247798017615859,0.000301001505007525,0,0.00163899508301475,0,0,0.001809,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudocatenulatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168831688316883,0,0.000293999118002646,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Ruminococcus_E|s__Ruminococcus_E sp934476515",0,0,0,0,0,0,0.0168699831300169,0.000232998369011417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492|s__CAG-492 sp000434015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016990169901699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Oligosphaerales|f__Oligosphaeraceae|g__UBA1724|s__UBA1724 sp900548225",0.000107999892000108,0.0156891412022708,0.0010240051200256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp958352845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167798657610739,0,0,0,0,0,0,0,0,0,0,0
