"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Hominicoprocola",0.0017039982960017,0.00474004266038394,0.00292901464507323,0,0.002356,0.000501997992008032,0.00946699053300947,0.0160028879797841,0.0202339797660202,0,0,0,0.00126999873000127,0.0111370445481782,0.0043000215001075,0.00807197578407265,0.00207201657613261,0.00848597454207637,0,0.0020920209202092,0.0037759811200944,0,0.00588795289637683,0.00357401787008935,0.000852994882030708,0,0,0,0.008448,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_C",0,0,0,0.0115570231140462,0.008549,0.00666297334810661,0.00516999483000517,0.0125579120946153,0.0289439710560289,0,0,0,0,0.00105700422801691,0,0,0,0,0,0.0001420014200142,0.00266098669506652,0,0.0148168814649483,0.0114050570252851,0.00600996394021636,0,0,0,0.005589,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus_B",0,0,0,0,0,0,0.000277999722000278,0.0163438855928009,0,0,0,0,0,0,0,0,0,0,0,0.0114091140911409,0.00109899450502747,0.0837677486967539,0,0,0,0,0,0,0.001319,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces",0,0,0,0.000472000944001888,0.000237,0.000527997888008448,0,0,0.00013999986000014,0,0,0,0,0,0,0,0.000603004824038592,0,0,0,0,0,0.00013999888000896,0,0,0,0.006752,0.012313950744197,0,0.0319261596307982,0.00512998974002052,0.0305079694920305,0.0234750234750235,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R",0,0,0,0,0,0,0.00945599054400946,0.000242998299011907,0.00381099618900381,0,0,0,0.0104929895070105,0,0,0.0310609068172795,0.00679705437643501,0.030447908656274,0,0,0,0,0,0,0,0.00734997795006615,0,0,0.011175,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Pseudoruminococcus",0,0,0,0,0,0,0,0,0.0863859136140864,0,0,0,0,0.0201090804363217,0.00151700758503793,0,0,0,0,0,0,0.000900997297008109,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184999445001665,0.00224001792014336,0,0,0.0002710027100271,0,0,0,0,0,0,0.006566,0.00360198559205763,0,0.0031280156400782,0,0.0218099781900218,0.0710880710880711,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter",0.00144999855000145,0.00295002655023895,0.000569002845014225,0.00102300204600409,0.000977,0.000821996712013152,0.00303999696000304,0.00173598784808506,0.00204299795700204,0.0205591233547401,0.027124,0.00530699469300531,0.00103399896600103,0.00675802703210813,0.0030160150800754,0,0,0,0,0.00545805458054581,0.0120879395603022,0.000476998569004293,0.00102599179206566,0.00168200841004205,0.00038999766001404,0.000648998053005841,0,0,0.002695,0,0,0,0,0.000643002572010288
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Sellimonas",0,0,0,0.000242000484000968,0.00084,0.00025999896000416,0,0,0,0.00424602547615286,0.02121,0.00442399557600442,0,0.00515202060808243,0.00224101120505603,0.00134899595301214,0.00535204281634253,0.00141999574001278,0.0225840451680903,0,0.00318498407507962,0.0224369326892019,0,0,0,0.000490998527004419,0,0,0.000719,0,0,0,0,0.00659502638010552
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424001696006784,0,0,0,0,0,0.0004310043100431,0.0862225688871556,0,0,0,0,0,0.007216,0.00360798556805773,0,0,0,0,0.000193000193000193,0
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A",0,0,0,0,0,0,0.00166199833800166,0.00113699204105571,0.00828299171700828,0,0,0,0,0.00245100980403922,0.00696703483517418,0,0,0,0,0.0380583805838058,0.00220598897005515,0,0.00216198270413837,0.010118050590253,0,0,0,0,0.016475,0,0,0,0,0.00658702634810539
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium",0.014988985011015,0.0250462254160287,0.0164650823254116,0.000384000768001536,0.001366,0.000952996188015248,0,0,0,0,0,0,0,0.00448001792007168,0.000665003325016625,0,0,0,0,0.00653706537065371,0.0097919510402448,0.0140869577391268,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oliverpabstia",0.0114499885500115,0.0122361101249911,0.00125900629503148,0.00183700367400735,0.001334,0.00112899548401806,0.0104459895540104,0.00866693933142468,0.0128589871410129,0,0,0,0,0.00113700454801819,0.00297101485507428,0,0,0,0,0.000584005840058401,0,0.00052999841000477,0.0126138990888073,0.00631103155515778,0.00355697865812805,0,0,0,0.003993,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RFN20|f__CAG-288|g__CAG-568",0,0,0,0.0149540299080598,0.029393,0.0375798496806013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010013,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus",0.00464499535500465,0.00583605252447272,0.00417102085510428,0,0.000114,7.5999696001216e-05,0.012024987975012,0.00853894022741841,0.00616999383000617,0.00657703946223677,0.000988,0.000982999017000983,0.00486799513200487,0.00464201856807427,0.00345301726508633,0.00691997924006228,0.00439803518428147,0.00598098205705383,0,0.000718007180071801,0,0,0.00359697122423021,0.0019760098800494,0.00132099207404756,0,0,0,0.002735,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium",0.000111999888000112,0,0.00018600093000465,0,0,8.2999668001328e-05,0.000572999427000573,0.00015999888000784,0.00163299836700163,0.00171201027206163,0.000383,0,0,0.0112840451361805,0.051160255801279,0.000247999256002232,0.000324002592020736,0.000228999313002061,0,0.0030040300403004,0.000236998815005925,0.0034559896320311,0.00393696850425197,0.00619303096515483,0.000831995008029952,0.00495898512304463,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Fimivicinus",0,0,0,0,0,0,0,0,0,0.0201541209247256,0.01997,0.0502899497100503,0,0,0,0,0,0,0,0,0,5.5999832000504e-05,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-138|g__PeH17",0.000286999713000287,0.0177331595984364,0,0,0,0,0.000642999357000643,0.00689195175633771,0.00327999672000328,0,0,0,0,0.00382401529606118,0.00114100570502853,0,0,0,0,0.0500765007650077,0,0,0,0.00029800149000745,0,0,0,0,0.002395,0,0,0,0,0.00032000128000512
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus",0,0,0,0.00217800435600871,0.003492,0.00741397034411862,0.0168699831300169,0.00266198136613044,0.0137859862140138,0,0,0,0.000157999842000158,0,0,0.000614998155005535,0,0.000717997846006462,0,0.00925909259092591,0.00193299033504832,0,0.000437996496028032,0.0120080600403002,0,0,0,0,0.013344,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium",0.000591999408000592,0.000949008541076869,0.00053000265001325,0.000626001252002504,0.002532,0.0012189951240195,0.000616999383000617,0.000937993434045962,0.00105699894300106,0.00301501809010854,0.008404,0.0138029861970138,0.000527999472000528,0.00158900635602542,0.000385001925009625,0.000561998314005058,0.00350802806422451,0.000560998317005049,0.0300460600921202,0.0039630396303963,0.00143399283003585,0.00183399449801651,5.6999544003648e-05,6.600033000165e-05,0,0.00076999769000693,0,0,0.000545,0,0,0,0,0.0025500102000408
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter",0,0.000149001341012069,0,0,0,0,7.3999926000074e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817,0.010872956508174,0,0.0604443022215111,0,0.00585599414400586,0.00272700272700273,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Faecalibacillus",0.00452699547300453,0.000932008388075493,0,0,0,0,0.000626999373000627,0.000732994869035917,0.00276699723300277,0,0,0,0.00118199881800118,0.0046000184000736,0.00321501607508038,0.00979097062708812,0.00890007120056961,0.00920197239408282,0,0.0037560375603756,0.00026599867000665,0.0255839232482303,0.00070999432004544,0.00069000345001725,0.000573996556020664,0,0,0,2e-04,0,0,0,0,0.00210800843203373
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia",0,6.1000549004941e-05,0,0,0,0,0.00025999974000026,0,0.0161979838020162,0,0,0,0.00229099770900229,0,0.00233901169505848,0,0,0,0,0.0400614006140061,0.00234098829505852,0.00516298451104647,0,0,0.000555996664020016,0.000547998356004932,0,0,0.006803,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Scatomorpha",0,0.00036000324002916,0,0,7.8e-05,0,0.000137999862000138,0.000436996941021413,0.000348999651000349,0.00703004218025308,0.013707,0.0413209586790413,0,0.000317001268005072,0,0,0,0,0,0.00509305093050931,0.00321798391008045,0.00290899127302618,0,0,0,0,0,0,0.000245,0,0,0,0,0.000672002688010752
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium_A",0,0,0,0,0,0,0.0213689786310214,0.010835924148531,0.0128609871390129,0,0,0,0,0,0,0.00835397493807519,0.00432903463227706,0.00860797417607747,0,0,0,0,0,0,0.000341997948012312,0.00807897576307271,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Lawsonibacter",0.00317799682200318,0.00351703165328488,0.00133000665003325,0.00233400466800934,0.004953,0.0016059935760257,0.00127699872300128,0.00130299087906385,0.00163399836600163,0.00670804024824149,0.004165,0.0112959887040113,0.00346999653000347,0.00486001944007776,0.00102200511002555,0.000833997498007506,0.00239901919215354,0.000573998278005166,0,0.0013310133101331,0.00193099034504827,0.00245999262002214,0.000397996816025472,0.0006040030200151,0,0.0053439839680481,0,0,0.001793,0,0,0,0,0.00438601754407018
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium_B",0.00149399850600149,0.00189601706415358,0.0005320026600133,0.0010240020480041,0.001734,0.00158399366402534,0.000968999031000969,0.000957993294046942,0.000793999206000794,0.00657903947423685,0.015574,0.0101299898700101,0.00327099672900327,0.0011750047000188,0.00127000635003175,0.000800997597007209,0.00401103208825671,0.000822997531007407,0.00661201322402645,0.000492004920049201,0.000559997200014,0.00104199687400938,0.00115499076007392,0.00045800229001145,0.000173998956006264,0.000460998617004149,0,0,0.001446,0,0,0,0,0.00751003004012016
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Anaerotardibacter",0.00171999828000172,0.000995008955080596,0.000783003915019575,0.00463600927201854,0.002753,0.0107179571281715,0.00163399836600163,0.0013529905290663,0.00128599871400129,0.00765704594227565,0.003902,0.0145379854620145,0.00342599657400343,0.00134200536802147,0.00101500507502538,0,0,0,0,0.0033520335203352,0,0.00160099519701441,0.00294697642418861,0.000419002095010475,0.000511996928018432,0.000268999193002421,0,0,0.002441,0,0,0,0,0.00426101704406818
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Fimisoma",0.00023999976000024,0.000298002682024138,0,0,0.00512,0.00030499878000488,0.000448999551000449,0.000222998439010927,0.000358999641000359,0.0166971001826011,0.0222,0.0205639794360206,0.000583999416000584,0.00032000128000512,0,0,0,0,0.00243800487600975,0.000703007030070301,0.000602996985015075,0.000931997204008388,0,8.80004400022e-05,0,0.000220999337001989,0,0,0.00014,0,0,0,0,0.000713002852011408
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anthropogastromicrobium",0.0019019980980019,0.0015210136891232,0.00227401137005685,0.00221500443000886,0.000279,0.000262998948004208,0.0100659899340101,0.00455496811522319,0,0,0,0,0.0138979861020139,0.00297001188004752,0.0123490617453087,0,0,0,0,0,0.0008959955200224,0.00145299564101308,0.00210998312013504,0.00208701043505218,0.00180098919406484,0.00685397943806169,0,0,0.00525,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Otoolea",0.001998998001002,0.00226502038518347,0.00174600873004365,0,0.000259,0,0.00135899864100136,0.00490096569324015,0.00101799898200102,0,0,0,0.00215799784200216,0.00108000432001728,0.0005960029800149,0.0011439965680103,0.00238701909615277,0.00117099648701054,0.0319830639661279,0.0001690016900169,0.0001959990200049,0.010328969013093,0.00195698434412525,0.0010520052600263,0.00066999598002412,0.00291299126102622,0,0,0.00127,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia_C",0.000685999314000686,0.000846007614068527,0,0,0,0,0.0116789883210117,0.000756994701037093,0.000211999788000212,0,0,0,0.0100519899480101,0.00286201144804579,0.0135950679753399,0.00316299051102847,0.00213601708813671,0.00327899016302951,0,0.000748007480074801,0.0124049379753101,0,0,0.000573002865014325,0,0,0,0,0.009046,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Limisoma",0.00345599654400346,0.011950107550968,0.00347301736508683,0.0198590397180794,0.00476,0.0103269586921652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469696242430061,0.00182500912504563,0.0114539312764123,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea",0.00755899244100756,0.00714006426057835,0.00275101375506878,0.00245200490400981,0.002623,0.00372398510405958,0.00201899798100202,0.00153898922707541,0.00226799773200227,0,0,0,0.00401499598500402,0.00272001088004352,0.00091400457002285,0.00608598174205477,0.00533704269634157,0.00532998401004797,0,0.000854008540085401,0,0,0.00297997616019072,0.0021320106600533,0.00102999382003708,0.00606798179605461,0,0,0.002244,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus_A",0.00238199761800238,0.00281302531722785,0.00128500642503213,0.00333900667801336,0.005079,0.00279298882804469,0.00503799496200504,0.00254098221312451,0.00658899341100659,0,0,0,0,0.0045940183760735,0.00321801609008045,0.00375398873803379,0.00211901695213562,0.00381398855803433,0,0.0030790307903079,0,0.00118799643601069,0.00246398028815769,0.0024280121400607,0.00115499307004158,0.00611998164005508,0,0,0.004941,0,0,0,0,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Anaeroglobus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371001484005936,0,0,0.000673005384043072,0,0,0,0.0001959990200049,0,0,0,0,0,0.010806,0.0466188135247459,0,0.0071400357001785,0.00116899766200468,0.0020979979020021,0.000423000423000423,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__UBA11524",0,0,0,0,0,0,0.00605499394500606,0.0117389178275752,0.021978978021022,0,0,0,0.0164019835980164,0,0,0,0,0,0,0.0027480274802748,0,0,0,0,0,0,0,0,0.006572,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominiventricola",0.00361899638100362,0.0031420282782545,0.0020440102200511,0,0,0,0.00162899837100163,0.00207598546810172,0.000771999228000772,0,0,0,0.00097999902000098,0.0016940067760271,0.00200001000005,0.00158399524801426,0.00051500412003296,0.00153599539201382,0,0,0,0,0.0005249958000336,0.00129100645503228,0.00157599054405674,0,0,0,0.001901,0,0,0,0,0.0367811471245885
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Hominenteromicrobium",0.0014979985020015,0.00654005886052975,0.00118500592502963,0.00259100518201036,0.005364,0.00121999512001952,0.00507899492100508,0.0110419227065411,0.00146299853700146,0.00369102214613288,0.005191,0.00636199363800636,0.000494999505000495,0.000959003836015344,0.000701003505017525,0.000600998197005409,0.000694005552044416,0.000628998113005661,0,0.00250002500025,0.0002039989800051,0.00064999805000585,0.00237598099215206,0.0006960034800174,0.000573996556020664,0.000932997201008397,0,0,0.000241,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000513998458004626,0.00181701453611629,0.000366998899003303,0,0,0,0.000416998749003753,0,0,0,0,0.01044,0.0357708569165723,0,0.00881404407022035,0.00218099563800872,0.00212099787900212,0.00048000048000048,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-103",0,0.000311002799025191,0.00169700848504243,0.0072760145520291,0.027923,0.00667797328810685,0.000758999241000759,0.00138799028406801,0.00254999745000255,0,0,0,0.000387999612000388,0.00155900623602494,0.0005920029600148,0,0,0,0,0.0024820248202482,0.00054999725001375,0,0.00207198342413261,0.00105500527502638,0.000876994738031572,0.00108099675700973,0,0,0.002114,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA11471|g__Caccoplasma",0,0,0,0.000233000466000932,0.001034,0.00031999872000512,0.0151399848600151,0.00151498939507423,0.00981599018400982,0.00824004944029664,0.012906,0.00755599244400756,0,0.00132900531602126,0.0021400107000535,0,0,0,0,0,0,0,0,0,6.7999592002448e-05,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Anaerotignaceae|g__Anaerotignum",0.00209099790900209,0.00222602003418031,0.000487002435012175,0.00143600287200574,0.002173,0.000915996336014656,0,0,0,0.000753004518027108,0.00436,0.000878999121000879,0.00337399662600337,0.00103800415201661,0,0.00282499152502542,0.00396703173625389,0.00323699028902913,0.0176800353600707,0,0,0.00803797588607234,0,0,0.00100499397003618,0,0,0,0.001145,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_G",0.00136399863600136,0.000302002718024462,0.000437002185010925,0,0.000177,0.000166999332002672,0.000858999141000859,0.000871993896042728,0.00189499810500189,0.00455402732416395,0.00686,0.000873999126000874,0.00161799838200162,0.00316101264405058,0.00723903619518098,0.00437298688103936,0.00434703477627821,0.00422898731303806,0,0.0016370163701637,0.0005239973800131,0.00273799178602464,0,0,0.000197998812007128,0.000722997831006507,0,0,0.007926,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ",0,0,0,0,0.00288,0.000281998872004512,0,0.000168998817008281,0,0.000406002436014616,0.000334,0.000334999665000335,0,0.00107000428001712,0,0.0029779910660268,0.00181001448011584,0.00322899031302906,0.0147800295600591,0.0015520155201552,0.000740996295018525,0.00460298619104143,0,0,0,0.000134999595001215,0,0,0.000171,0,0,0,0,0.0190870763483054
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Allocoprobacillus",0.000104999895000105,0.000135001215010935,7.3000365001825e-05,0,9.7e-05,0.000155999376002496,0,0,0,0.0102930617583706,0.022805,0.00152699847300153,0,0.000567002268009072,0.0001160005800029,0,0,0,0.00213100426200852,0,0.0017359913200434,0.000244999265002205,0,0,0,0.000384998845003465,0,0,0,0,0,0,0,0.0137910551642207
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Angelakisella",0.00026999973000027,0.0128861159750438,0.00131700658503293,0,0,0,0.00424499575500424,0.00282898019713862,0.00298099701900298,0,0,0,0.000367999632000368,0.000507002028008112,0.00145100725503628,0.000747997756006732,0.0123520988167905,0.000825997522007434,0,0.0028630286302863,0.00053799731001345,0,0.000255997952016384,0.00302301511507558,0,0,0,0,0.006313,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum",0.00323199676800323,0.0015790142111279,0.00238101190505953,0.00156500313000626,0.000934,0.000991996032015872,0.00083999916000084,0.00188098683309217,0.00194599805400195,0.00242201453208719,0.000329,0.00544699455300545,0.00137399862600137,0.000673002692010768,0.00170700853504268,0.000882997351007947,0.000933007464059712,0.00103499689500931,0.00482000964001928,0.000633006330063301,9.6999515002425e-05,0.000860997417007749,0.00331397348821209,0.0010240051200256,0.000926994438033372,0.00133799598601204,0,0,0.001173,0,0,0,0,0.00942203768815075
